,timestamp_x,compare_timestamp,transaction_hash,value_in_eth,from_address,to_address,timestamp_y,close
0,1620844637,2021-05-12 14:37:00,0xf5cc46648fbf376948f2545aeab7f3b217ce3e4f58af91842e7e534416b49168,0.04938991,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xbdb8cac446e11c48e74ba4fbfa8a38e816376298,1620844620,4030.38
1,1620844637,2021-05-12 14:37:00,0xe1ac5d8a6841d7a71a1e3790b7758d1c0bb410a8141df00c63f51fb820eaf184,0.51303088,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x6cc2889542d656acf18702cf50144e471b0fba4c,1620844620,4030.38
2,1620844637,2021-05-12 14:37:00,0x1798afd47699cf87a2045c5f5804561ab7cb6b59ed2774f794ebcf147174e028,0.01975596,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xe6c7dd21b9ceb9571dad945bd39da951265ba66d,1620844620,4030.38
3,1620844637,2021-05-12 14:37:00,0xc15cefee3026ba3462f11473201ae65f660f4817776642489175f3d750cbe9f3,0.12347477,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x2a4640d4e2f0296aa0e16290b944b1d627123cd2,1620844620,4030.38
4,1620844637,2021-05-12 14:37:00,0xbc3887382a5859eb2f1fb824976448fa94af57fbf3287c4210139507b51b4437,0.1643055,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x80756e287d9e0553ab3f9f504e8f8019ea518009,1620844620,4030.38
5,1620844637,2021-05-12 14:37:00,0xf4b75f2e8b70cc7d694cb3519cb33aae6a895c85e6449811cb257174e70bb052,0.12272529,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xec5301482f2bd2d652e52971d7ed3f51272a5b74,1620844620,4030.38
6,1620844637,2021-05-12 14:37:00,0xa92d2c50c121742d112dc34b5b9f8ef66ef94771435c2f5f7bc6d78f385a323f,0.07418865,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xe94b06ffd1d95d401341ed5f1a373ed850902631,1620844620,4030.38
7,1620844637,2021-05-12 14:37:00,0x107bd92933ef02afd38d99439d8978bca7e15f78013d178b7b96affdf8bf6ec5,0.06173739,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x27d3bd5b7738f1eeef056cf4afeaa94ef9687b4b,1620844620,4030.38
8,1620844637,2021-05-12 14:37:00,0x5467258d81189f16d9a532e1ba7a8b9470bbc57205710828abfe418782b1d949,0.12364776,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xa0fdf84357d699968b7a0a3751553ab5cb64c468,1620844620,4030.38
9,1620844637,2021-05-12 14:37:00,0x350503638f40f82a79b3e099594c9820c15ccc099fd8e31df2e6d8c8741f0f75,0.18521217,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xb4806ff37cecf5a3a97db912e1d527a112912307,1620844620,4030.38
10,1620844637,2021-05-12 14:37:00,0xfd76c52ad46a8932d53d4cfcdc719d2f56147c53b0041e9350585e37b00ea7ce,0.15255763,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xdc202256603766c9a2e6ec0439521a6f8232f4da,1620844620,4030.38
11,1620844637,2021-05-12 14:37:00,0xaffbc16b9359803dfe8b31c9f2c7a24efddf0fc0714e55db8cbc2fdcea091eff,0.12398902,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xca75566ad9cd235aa1adefa8bf1eac4c2db1fb50,1620844620,4030.38
12,1620844637,2021-05-12 14:37:00,0x6ad30e391f74e211ebfc669a72c98cdc46d65e7da08cf1493a30946c97d2e39c,0.86816291,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x88578a42c3fac3fd7f48f1fcb1fe1cc71567c013,1620844620,4030.38
13,1620844637,2021-05-12 14:37:00,0x8a6d42225aabdb36481bdf330a9464eb64c52e1bdb105684a2466d3cc6d4cbfe,1.01878274,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xde7ce56ec6f5eebda6eabcb2295d3ee65dabaf17,1620844620,4030.38
14,1620844637,2021-05-12 14:37:00,0xc45e3f67cd51ec9cdb5e02161372992db1ae0656df35ba42abc5478759fa11c4,0.34301991,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xac3b2ce05095a657cca3e77376ee41005cbcf584,1620844620,4030.38
15,1620844636,2021-05-12 14:37:00,0x4bbe7437e83a3ea053275130243fa4b3971fca7f0721b919d6f4ac2a7a6e9df9,0.04233872,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x9e2aa620dfd859f4f40a9540d31908e4f00ebc70,1620844620,4030.38
16,1620844636,2021-05-12 14:37:00,0x764cd6e7a32e388f99120aca410774326bfacf9519dc5a0b48344911d0f72af5,0.123344,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x3262b09c29d02c5aee4b38838c9ef29555dbae18,1620844620,4030.38
17,1620844636,2021-05-12 14:37:00,0x0dcf220a7671149ad6f63571ee47c0d6f5f403b612c87a1cedc54f7231865a81,0.33,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x5bd69f4cb8c7519c92f419f8bcab6ffbaecd5c15,1620844620,4030.38
18,1620844636,2021-05-12 14:37:00,0x2a13989e4a557276ed5eaadf38a471854624ac3cb098b59ad487c9bbd800d1df,0.02983302,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x66ec5675f5ed894fc66d2d6fb0fdb43563354cfd,1620844620,4030.38
19,1620844636,2021-05-12 14:37:00,0x6dfe8338f546fe36702c8da67d886c591c7275ef5beedba994686f2d330864f0,0.91392244,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x1f576394570e7523faf60da9280c314285c974a0,1620844620,4030.38
20,1620844611,2021-05-12 14:37:00,0xd311dc8a8da27b260da974b9208e19eaadfef51ff9046e1a9e08030e6183dbf1,0.00496433,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x592a21135cb82f4e92eeb552c72683201c4dae58,1620844620,4030.38
21,1620844611,2021-05-12 14:37:00,0x0b3d9537700f952df84e14c95ceca8424bdf748106a140225cb5ed2dd966b87e,0.1,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xa4e47f53e0630b48612816d562ec1f9ee1c00fb2,1620844620,4030.38
22,1620844611,2021-05-12 14:37:00,0x9c1172bd28604c98a078cd79816e63eb2f7ea73a26fb82eff0de218e02917f4d,0.0494591,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x52990a1bcff8fbade830d079182df33bda1152c4,1620844620,4030.38
23,1620844611,2021-05-12 14:37:00,0x9827e33ff99bea0d54dea45d9a27acdda49dc0f249ce30c29b36b06dc2db995d,0.03468659,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x35e85a427422d07153edceea2fe3443b1b98f483,1620844620,4030.38
24,1620844611,2021-05-12 14:37:00,0xd571b8c45607b51d885c4d1d3470515206a4bc868b45c83dee03d507c52bf067,0.17348977,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xa576021d5f7960b480ea79745ca590ce0c74fd09,1620844620,4030.38
25,1620844611,2021-05-12 14:37:00,0x15e9827849a76f580c348473471be0b3a5a0dc0f167332a42d8ce06caf3a6a4a,0.7,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x047d091093312ede7d30740f4c0bf87557a7fa38,1620844620,4030.38
26,1620844611,2021-05-12 14:37:00,0x6e64a067e5b8e9517a832513f6d76aaee903067372a8198b0ce6c7c7a8252a7b,0.63897791,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xb88d1a49e96805b6c272c7a783134e65c2673ad9,1620844620,4030.38
27,1620844611,2021-05-12 14:37:00,0x0e376492616ef4756182e229dac21dbc114e831858c8743d75d75e5451d0452b,0.08551843,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xda45f5b267b0510f8d646aaa8e668b391f824e3a,1620844620,4030.38
28,1620844611,2021-05-12 14:37:00,0x6d5ce4ab8254c97ffcdeffe7c87804c4b4155e46430d81e117f6bb6ea325654e,0.26137376,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xe5f12eeb1f8f6a46d11fab6d45fcb58e7f2410a8,1620844620,4030.38
29,1620844611,2021-05-12 14:37:00,0x068e3d4f1049f086b9ef53ee607137c98e35047b729e22259d5648e318256d8d,0.06314626,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xf740f5b8ae362ceb5a4dffff8f25663ec78623d3,1620844620,4030.38
30,1620844611,2021-05-12 14:37:00,0xd503c75fcc947db5ffa571411d88b4ec2d0c50d22573dfaf7e4794cdc5ee9605,0.07228393,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x92c58ca3d45a1f2b100e414c7640a98c69f81210,1620844620,4030.38
